"radar_id","interval_start_time","altitude_band","avg_u_speed","avg_v_speed"
"seang","2016-10-03 20:00:00+00","1",-5.9070086479187,-8.98444259166718
"searl","2016-10-04 00:00:00+00","1",-10.453944683075,-5.88826227188111
"searl","2016-10-04 01:00:00+00","1",-8.61279249191284,-4.1382384300232
"sease","2016-10-03 21:00:00+00","1",-13.6872468948364,-13.3776943206787
