"radar_id","datetime","HGHT","u","v","dens","dd","ff","DBZH","mtr","day_night","date_of_sunset","exclusion_reason"
"seang",2016-10-03 20:15:00,4600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:15:00,4800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:30:00,0,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:30:00,200,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:30:00,400,-6.7977557182312,-7.84822034835815,27.2997207641602,220.897552490234,10.3828725814819,2.41792106628418,204.083655987104,"night","20161003",
"seang",2016-10-03 20:30:00,600,-5.81775808334351,-8.97929763793945,17.1304683685303,212.939514160156,10.6992568969727,-1.98015403747559,131.963962925066,"night","20161003",
"seang",2016-10-03 20:30:00,800,-5.46895790100098,-8.2620267868042,11.4793796539307,213.50212097168,9.90810680389404,-3.94185853004456,81.8920221505872,"night","20161003",
"seang",2016-10-03 20:30:00,1000,-5.54356288909912,-10.8482255935669,7.7168140411377,207.067535400391,12.1825733184814,-5.87862777709961,67.6876700456979,"night","20161003",
"seang",2016-10-03 20:30:00,1200,,,,,,,,"night","20161003",
"seang",2016-10-03 20:30:00,1400,,,,,,,,"night","20161003",
"seang",2016-10-03 20:30:00,1600,,,,,,,,"night","20161003",
"seang",2016-10-03 20:30:00,1800,,,,,,,,"night","20161003",
"seang",2016-10-03 20:30:00,2000,,,,,,,,"night","20161003",
"seang",2016-10-03 20:30:00,2200,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:30:00,2400,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:30:00,2600,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:30:00,2800,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:30:00,3000,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:30:00,3200,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:30:00,3400,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:30:00,3600,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:30:00,3800,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:30:00,4000,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:30:00,4200,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:30:00,4400,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:30:00,4600,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:30:00,4800,,,,,,,,"night","20161003","height"
"seang",2016-10-03 20:45:00,0,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,400,,,,,,0.24747322499752,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,600,,,,,,-1.98020994663239,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,800,,,,,,-3.68709993362427,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,1000,,,,,,-5.36309385299683,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,1200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,1400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,1600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,1800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,2000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,2200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,2400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,2600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,2800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,3000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,3200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,3400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,3600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,3800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,4000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,4200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,4400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,4600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 20:45:00,4800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,0,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,400,,,,,,2.03596258163452,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,600,,,,,,-2.30822062492371,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,800,,,,,,-3.81502437591553,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,1000,,,,,,-4.09651136398315,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,1200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,1400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,1600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,1800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,2000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,2200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,2400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,2600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,2800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,3000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,3200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,3400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,3600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,3800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,4000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,4200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,4400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,4600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:00:00,4800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,0,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,400,,,,,,-0.101185522973537,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,600,,,,,,-2.56039690971375,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,800,,,,,,-3.61335682868958,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,1000,,,,,,-4.48802518844604,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,1200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,1400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,1600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,1800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,2000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,2200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,2400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,2600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,2800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,3000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,3200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,3400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,3600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,3800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,4000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,4200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,4400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,4600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:15:00,4800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,0,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,400,,,,,,-0.0196569226682186,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,600,,,,,,-2.54339075088501,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,800,,,,,,-3.17757725715637,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,1000,,,,,,-4.46049213409424,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,1200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,1400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,1600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,1800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,2000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,2200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,2400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,2600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,2800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,3000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,3200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,3400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,3600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,3800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,4000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,4200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,4400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,4600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:30:00,4800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,0,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,400,,,,,,-0.140685975551605,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,600,,,,,,-2.03526759147644,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,800,,,,,,-3.22392416000366,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,1000,,,,,,-4.90381813049316,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,1200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,1400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,1600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,1800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,2000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,2200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,2400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,2600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,2800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,3000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,3200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,3400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,3600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,3800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,4000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,4200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,4400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,4600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 21:45:00,4800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,0,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,400,,,,,,-0.0251231547445059,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,600,,,,,,-1.95424485206604,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,800,,,,,,-3.13359570503235,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,1000,,,,,,-4.80899715423584,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,1200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,1400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,1600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,1800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,2000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,2200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,2400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,2600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,2800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,3000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,3200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,3400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,3600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,3800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,4000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,4200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,4400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,4600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:00:00,4800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,0,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,400,,,,,,0.141097903251648,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,600,,,,,,-1.96860563755035,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,800,,,,,,-3.06754231452942,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,1000,,,,,,-4.7180061340332,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,1200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,1400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,1600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,1800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,2000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,2200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,2400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,2600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,2800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,3000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,3200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,3400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,3600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,3800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,4000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,4200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,4400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,4600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:15:00,4800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,0,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,400,,,,,,-0.387032240629196,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,600,,,,,,-2.48957633972168,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,800,,,,,,-3.82483553886414,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,1000,,,,,,-6.01610279083252,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,1200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,1400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,1600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,1800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,2000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,2200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,2400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,2600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,2800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,3000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,3200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,3400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,3600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,3800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,4000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,4200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,4400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,4600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:30:00,4800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,0,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,400,,,,,,-0.268044918775558,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,600,,,,,,-3.16282057762146,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,800,,,,,,-4.47894954681396,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,1000,,,,,,-5.62473487854004,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,1200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,1400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,1600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,1800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,2000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,2200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,2400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,2600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,2800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,3000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,3200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,3400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,3600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,3800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,4000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,4200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,4400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,4600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 22:45:00,4800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,0,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,400,,,,,,-1.07099747657776,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,600,,,,,,-3.79723334312439,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,800,,,,,,-5.08377122879028,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,1000,,,,,,-6.72257661819458,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,1200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,1400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,1600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,1800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,2000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,2200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,2400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,2600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,2800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,3000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,3200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,3400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,3600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,3800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,4000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,4200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,4400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,4600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:00:00,4800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,0,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,400,,,,,,-1.39477741718292,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,600,,,,,,-3.95943665504456,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,800,,,,,,-5.15690326690674,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,1000,,,,,,-5.31930589675903,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,1200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,1400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,1600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,1800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,2000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,2200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,2400,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,2600,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,2800,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,3000,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,3200,,,,,,,,"night","20161003","datetime"
"seang",2016-10-03 23:15:00,3400,,,,,,,,"night","20161003","datetime"
